2026-06-26 14:17:58.273 | INFO     | skills.init:init_skill_registry:101 - Skill Registry 初始化完成，共 27 个 Skill (分布: {'tool': 7, 'mcp_tool': 19, 'subgraph': 1})
2026-06-26 14:17:58.274 | INFO     | main:lifespan:73 - Skill Registry 已就绪
2026-06-26 14:17:58.457 | INFO     | graph.redis_checkpoint:__init__:64 - [Memory] RedisCheckpointSaver 初始化完成 (prefix=ksagent:memory:, ttl=2592000s)
2026-06-26 14:17:58.457 | INFO     | graph.memory:get_checkpointer:96 - [Memory] 使用 Redis 持久化存储（重启后记忆保留）
2026-06-26 14:17:58.458 | INFO     | graph.graph:build_graph:66 - LangGraph 图构建完成（含多模态分支 + 短期记忆 checkpointer）
2026-06-26 14:17:58.458 | INFO     | main:lifespan:77 - LangGraph 图已就绪
2026-06-26 14:17:58.487 | INFO     | main:_mount_generated_agents:138 - 挂载已发布 Agent: alarm_query_agent -> /agents/alarm_query_agent/chat
INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8001 (Press CTRL+C to quit)
INFO:     127.0.0.1:51012 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:51024 - "GET /health HTTP/1.1" 200 OK
2026-06-26 14:17:58.824 | DEBUG    | graph.session_manager:__init__:28 - [SessionManager] 初始化完成（延迟加载 checkpointer）
2026-06-26 14:17:58.824 | INFO     | graph.session_manager:rename_session:156 - [SessionManager] 会话 sess_healthcheck_31e87c4a72cc 已重命名为 probe
INFO:     127.0.0.1:51036 - "POST /api/v1/sessions HTTP/1.1" 200 OK
2026-06-26 14:39:07.850 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
2026-06-26 14:39:07.851 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_c43e13691cdd
2026-06-26 14:39:07.854 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_kszn_4d38e002e164
2026-06-26 14:39:07.859 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_default_142f40fe0f6f
2026-06-26 14:39:07.860 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_default_6788f361b103
2026-06-26 14:39:07.860 | DEBUG    | graph.session_manager:list_sessions:80 - [SessionManager] 列出 5 个会话
INFO:     127.0.0.1:22760 - "GET /api/v1/sessions?user_id=admin HTTP/1.1" 200 OK
